id,lastname,firstname,middlename,birthday,card_id
502,Нестеров,Евдоким,Сергеевна,1941-11-19,502
503,Логинова,Болеслав,Димитриевич,1994-06-27,503
504,Титова,Прокл,Кузьминична,1971-01-31,504
505,Симонов,Никифор,Никифоровна,1972-04-15,505
506,Степанов,Ульян,Анатольевна,1911-02-10,506
507,Боброва,Мокей,Ефимьевич,1937-08-28,507
508,Субботина,Фёкла,Захарьевич,2020-09-03,508
509,Цветкова,Казимир,Олеговна,2000-05-25,509
510,Крылов,Любосмысл,Демидович,1995-04-04,510
511,Архипов,Данила,Вадимовна,1977-05-01,511
512,Моисеев,Агата,Ефимьевич,1990-05-08,512
513,Кулагин,Евпраксия,Адамович,2003-11-26,513
514,Ефимова,Прасковья,Викторович,1971-07-19,514
515,Меркушева,Арсений,Владимировна,1907-01-06,515
516,Мясникова,Глафира,Арсеньевич,1982-07-09,516
517,Юдин,Юрий,Исидорович,1907-05-20,517
518,Емельянов,Иннокентий,Всеволодович,1945-06-02,518
519,Мартынова,Давыд,Венедиктович,1942-03-17,519
520,Мишин,Зиновий,Альбертовна,1945-08-22,520
521,Гаврилов,Юлий,Ниловна,1994-03-27,521
522,Федосеева,Никита,Владиленович,1989-04-09,522
523,Белякова,Таисия,Ивановна,1952-03-30,523
524,Миронова,Изот,Виленович,2000-02-26,524
525,Носова,Епифан,Ильич,1939-04-27,525
526,Носов,Наум,Бориславович,1969-11-22,526
527,Зайцева,Ульян,Августович,1941-09-10,527
528,Фролов,Тамара,Трофимович,1914-04-16,528
529,Самсонова,Степан,Власович,1962-12-23,529
530,Лыткина,Трофим,Елизарович,2014-09-26,530
531,Данилов,Демьян,Эдгардович,2015-07-02,531
532,Лебедев,Устин,Георгиевич,1939-08-26,532
533,Волков,Элеонора,Андреевна,2016-01-19,533
534,Воробьева,Наталья,Харлампович,1909-04-28,534
535,Соловьев,Герасим,Ефстафьевич,1918-02-28,535
536,Калашников,Харитон,Арсеньевич,1937-02-09,536
537,Доронин,Любим,Ефимович,2017-06-02,537
538,Кудрявцев,Герасим,Фёдорович,1932-09-17,538
539,Калашников,Ксения,Германович,1938-01-20,539
540,Емельянова,Элеонора,Феодосьевич,1995-07-12,540
541,Ковалев,Остап,Эдгарович,2000-07-08,541
542,Федосеева,Самуил,Владленович,1972-05-26,542
543,Харитонова,Соломон,Изотович,1989-10-29,543
544,Дорофеев,Азарий,Валерьянович,2020-06-15,544
545,Голубева,Станимир,Геннадьевна,1921-06-11,545
546,Гришина,Орест,Антоновна,1970-02-25,546
547,Александрова,Самсон,Харитоновна,1907-09-25,547
548,Кабанова,Доброслав,Фёдорович,1934-02-23,548
549,Дьячков,Лаврентий,Терентьевич,1952-11-16,549
550,Некрасов,Радован,Юльевич,2006-08-14,550
551,Поляков,Валентин,Гурьевич,1910-10-18,551
552,Федотов,Парфен,Львовна,2005-04-06,552
553,Овчинников,Нинель,Феофанович,1980-07-18,553
554,Абрамов,Каллистрат,Денисович,1991-04-08,554
555,Белозерова,Лидия,Теймуразович,1940-07-17,555
556,Рыбаков,Эммануил,Матвеевич,1981-09-10,556
557,Щербаков,Наум,Архипович,1982-11-21,557
558,Ефимова,Ефрем,Денисович,1959-10-04,558
559,Панова,Флорентин,Александровна,1987-06-20,559
560,Виноградов,Денис,Александрович,2011-07-09,560
561,Волков,Василий,Гавриилович,2008-12-24,561
562,Борисов,Назар,Бенедиктович,2001-05-01,562
563,Гаврилова,Алла,Ефимьевич,2016-02-16,563
564,Блохин,Орест,Абрамович,1947-02-26,564
565,Елисеев,Гурий,Глебович,1938-05-04,565
566,Григорьев,Гедеон,Андреевна,1955-10-26,566
567,Тарасова,Венедикт,Игнатович,1927-10-12,567
568,Блинова,Эмилия,Чеславович,1955-03-29,568
569,Колобов,Фома,Сергеевна,1923-04-10,569
570,Котова,Митофан,Федоровна,1913-03-21,570
571,Русакова,Агап,Эльдаровна,1955-04-22,571
572,Кудряшов,Наркис,Георгиевич,1958-05-08,572
573,Власов,Сократ,Константиновна,1912-04-13,573
574,Лапин,Алла,Яковлевич,1944-08-02,574
575,Костин,Сигизмунд,Филиппович,1921-02-10,575
576,Дьячкова,Илья,Дмитриевна,1964-08-17,576
577,Комарова,Вышеслав,Владленович,1943-01-07,577
578,Кириллова,Эммануил,Бориславович,1984-09-25,578
579,Котов,Максим,Гавриилович,1941-09-11,579
580,Лобанова,Севастьян,Ермолаевич,2010-06-04,580
581,Полякова,Глафира,Гертрудович,1985-06-20,581
582,Терентьев,Велимир,Харитонович,1990-07-06,582
583,Кузнецов,Савватий,Викторовна,2008-01-03,583
584,Шестаков,Лариса,Витальевич,1984-10-31,584
585,Кабанова,Панфил,Альбертовна,1909-08-21,585
586,Хохлова,Савватий,Глебович,1964-09-29,586
587,Мясников,Софрон,Артёмович,1995-11-01,587
588,Гришина,Силантий,Владиславович,1914-05-19,588
589,Кондратьев,Селиверст,Владиславовна,1907-09-16,589
590,Турова,Давыд,Эдуардович,2009-11-09,590
591,Смирнова,Всемил,Евстигнеевич,1983-01-30,591
592,Смирнов,Маргарита,Артёмович,1921-01-14,592
593,Давыдова,Ферапонт,Федосьевич,1937-10-12,593
594,Гришин,Ираклий,Харитоновна,1949-04-13,594
595,Мельникова,Осип,Ефремович,2013-02-20,595
596,Зимина,Богдан,Аверьянович,1924-04-02,596
597,Третьякова,Ростислав,Владиславович,1995-06-28,597
598,Тимофеев,Харитон,Всеволодович,1936-07-31,598
599,Абрамов,Самуил,Захаровна,1971-01-30,599
600,Исакова,Ирина,Артемовна,1943-01-11,600
601,Семенова,Ксения,Кузьминична,1924-08-28,601
602,Алексеев,Раиса,Валерьевич,1918-12-17,602
603,Комиссарова,Автоном,Степановна,1980-12-30,603
604,Титова,Клавдий,Анатольевич,1924-06-19,604
605,Лобанова,Акулина,Богданович,1931-06-24,605
606,Бобылев,Прокофий,Кузьминична,2005-09-21,606
607,Ефимова,Зоя,Вилорович,1988-08-27,607
608,Бобылев,Софон,Адамович,1917-05-07,608
609,Беляев,Наина,Федосьевич,1919-02-21,609
610,Куликова,Панфил,Борисовна,2015-06-05,610
611,Одинцова,Лариса,Андреевна,2005-08-06,611
612,Кудрявцев,Аполлинарий,Филимонович,1980-03-12,612
613,Попов,Клавдия,Борисовна,2001-09-19,613
614,Герасимов,Аникей,Аверьянович,1941-08-22,614
615,Одинцов,Лонгин,Максимовна,1937-11-03,615
616,Воробьева,Георгий,Феоктистович,2000-03-16,616
617,Исакова,Лучезар,Трофимович,2013-01-17,617
618,Попов,Леонид,Святославовна,1971-02-28,618
619,Прохоров,Татьяна,Артёмович,1946-03-23,619
620,Андреева,Лукьян,Ермилович,1915-09-02,620
621,Крюков,Азарий,Бориславович,1913-08-29,621
622,Смирнова,Рюрик,Юльевич,1972-09-12,622
623,Лукина,Ипатий,Ефимович,1969-10-20,623
624,Дроздов,Азарий,Феоктистович,1936-02-12,624
625,Фомичева,Ипатий,Анатольевна,2018-11-07,625
626,Григорьева,Надежда,Фомич,1999-06-08,626
627,Третьяков,Анисим,Тарасович,1949-03-19,627
628,Коновалов,Лев,Валентинович,2008-10-04,628
629,Родионов,Евгений,Юлианович,1975-04-13,629
630,Владимиров,Денис,Борисович,1950-02-12,630
631,Шарова,Аникей,Ефимьевич,1930-09-08,631
632,Игнатьев,Авксентий,Фёдорович,1952-04-27,632
633,Смирнова,Изяслав,Германович,1911-12-28,633
634,Евдокимов,Василиса,Феликсович,1954-01-15,634
635,Воробьева,Антонина,Ефимович,1967-10-31,635
636,Одинцова,Велимир,Антипович,1910-09-04,636
637,Комаров,Юлиан,Августович,1971-11-20,637
638,Соболева,Конон,Юрьевна,2018-07-29,638
639,Воронов,Александр,Абрамович,2017-04-05,639
640,Виноградова,Евсей,Эдгардович,1939-04-09,640
641,Логинова,Тит,Олеговна,1932-03-06,641
642,Исаева,Глеб,Георгиевна,2021-01-06,642
643,Горшков,Лора,Демидович,1926-05-09,643
644,Александрова,Софрон,Владимировна,1972-07-12,644
645,Мишина,Ольга,Тихонович,1951-09-11,645
646,Калинин,Георгий,Аверьянович,1926-03-08,646
647,Овчинников,Симон,Вениаминовна,1980-06-29,647
648,Никифоров,Ипат,Игнатович,1932-09-02,648
649,Стрелкова,Никита,Анисимович,1972-09-14,649
650,Лукин,Мариан,Давыдович,1927-09-30,650
651,Жданова,Любомир,Жоресович,1961-09-27,651
652,Лазарев,Эрнест,Витальевич,1969-10-11,652
653,Артемьев,Фрол,Дорофеевич,1917-09-02,653
654,Архипов,Владимир,Антонович,1969-07-08,654
655,Блохина,Мокей,Ааронович,1980-09-05,655
656,Ершов,Сократ,Борисовна,1952-04-23,656
657,Родионов,Роман,Рудольфовна,1924-04-17,657
658,Григорьева,Эрнест,Вилорович,1940-09-01,658
659,Федотова,Никанор,Иларионович,1976-01-15,659
660,Кабанова,Антонина,Анатольевич,1939-12-15,660
661,Яковлева,Якуб,Изотович,1930-02-15,661
662,Беляева,Кондратий,Яковлевна,2014-07-26,662
663,Кононова,Еремей,Фадеевич,1953-07-22,663
664,Мамонтова,Ладислав,Жоресович,1938-11-06,664
665,Морозов,Елизавета,Федосеевич,1988-04-26,665
666,Антонова,Филимон,Ефимович,1962-01-21,666
667,Алексеева,Архип,Гурьевич,2021-06-25,667
668,Макарова,Мина,Федосьевич,1984-02-28,668
669,Дроздов,Осип,Давидович,1992-05-10,669
670,Ефремов,Кондратий,Андреевич,2008-05-29,670
671,Тимофеева,Агап,Александровна,1992-06-02,671
672,Мишин,Борис,Дмитриевна,2005-06-02,672
673,Федосеев,Всеволод,Антипович,1933-08-06,673
674,Шашков,Григорий,Гавриилович,1984-04-29,674
675,Афанасьева,Фадей,Анатольевич,2015-01-12,675
676,Кудрявцев,Любосмысл,Яковлевич,1919-05-18,676
677,Громов,Евграф,Феликсовна,1915-05-27,677
678,Григорьев,Кондрат,Яковлевна,1922-02-14,678
679,Беспалов,Степан,Исидорович,1915-03-29,679
680,Галкин,Харитон,Альбертовна,2001-05-26,680
681,Беляков,Бажен,Устинович,1968-09-22,681
682,Родионова,Нонна,Августович,1955-02-24,682
683,Киселева,Валерия,Антонович,1989-05-07,683
684,Дементьев,Майя,Болеславовна,2000-05-07,684
685,Молчанов,Остап,Архиповна,1933-07-06,685
686,Якушева,Ладислав,Фёдорович,1985-03-26,686
687,Некрасов,Серафим,Бенедиктович,1940-11-05,687
688,Белоусов,Сила,Филиппович,1951-08-15,688
689,Карпов,Антонин,Бенедиктович,2022-08-08,689
690,Коновалов,Нинель,Валентиновна,1911-04-17,690
691,Прохоров,Ермил,Архипович,2019-10-06,691
692,Тетерина,Август,Робертовна,1908-06-16,692
693,Дроздов,Глафира,Тимофеевна,1925-01-14,693
694,Никифорова,Леон,Вячеславович,1997-06-25,694
695,Гаврилов,Савва,Евсеевич,1982-04-27,695
696,Рябов,Ермил,Кузьминична,1945-01-26,696
697,Комарова,Моисей,Егорович,1923-07-23,697
698,Семенова,Эрнст,Валерианович,1949-10-16,698
699,Нестерова,Марк,Изотович,1910-07-17,699
700,Гордеев,Наталья,Леонидовна,1939-06-25,700
701,Матвеев,Святополк,Данилович,1934-01-22,701
702,Щербакова,Прокл,Власович,1957-06-23,702
703,Афанасьева,Никон,Афанасьевич,1986-03-01,703
704,Соболева,Натан,Устинович,1922-05-27,704
705,Кузнецова,Святополк,Арсенович,1906-10-11,705
706,Агафонова,Силантий,Витальевич,2006-02-18,706
707,Григорьев,Мирослав,Аверьянович,1963-06-27,707
708,Щербаков,Ефим,Августович,1920-07-11,708
709,Орехова,Светозар,Андреевна,1955-10-11,709
710,Дьячков,Тарас,Ильич,1929-05-03,710
711,Абрамов,Вячеслав,Витальевич,1958-11-06,711
712,Блинов,Владимир,Иларионович,1926-12-04,712
713,Гущина,Руслан,Бориславович,1970-11-10,713
714,Жданова,Фотий,Аркадьевна,1952-05-08,714
715,Орлова,Ювеналий,Валентиновна,2006-01-09,715
716,Дмитриева,Евстигней,Арсеньевич,1987-11-24,716
717,Куликов,Панфил,Викентьевич,1973-06-25,717
718,Логинова,Дорофей,Александровна,1948-06-24,718
719,Матвеева,Валентин,Романовна,1931-07-05,719
720,Медведева,Галина,Терентьевич,2002-09-16,720
721,Миронов,Авдей,Яковлевич,2010-12-17,721
722,Красильникова,Мечислав,Адамович,1951-07-07,722
723,Тихонов,Демьян,Петровна,2015-03-21,723
724,Симонова,Елисей,Харитонович,1922-03-29,724
725,Кошелева,Тит,Бориславович,1937-06-25,725
726,Колесников,Ипатий,Анатольевна,2016-12-17,726
727,Третьякова,Якуб,Никифоровна,1951-12-19,727
728,Пестов,Лидия,Антипович,1944-11-02,728
729,Мамонтова,Владлен,Натановна,1998-07-19,729
730,Мамонтов,Иосиф,Васильевна,1953-12-02,730
731,Щербаков,Фёкла,Артурович,1912-03-04,731
732,Доронина,Дмитрий,Терентьевич,1911-11-04,732
733,Мельникова,Трофим,Робертовна,1909-01-03,733
734,Колобов,Андрей,Абрамович,1928-02-26,734
735,Лебедева,Трофим,Бориславович,1967-05-26,735
736,Зуев,Наум,Игнатьевич,2017-09-15,736
737,Прохорова,Поликарп,Ааронович,1912-07-04,737
738,Капустин,Александр,Юльевна,1925-03-27,738
739,Сергеев,Афиноген,Герасимович,2021-10-07,739
740,Морозов,Ким,Тарасовна,1949-09-04,740
741,Вишнякова,Марк,Владленович,1980-08-26,741
742,Третьякова,Константин,Алексеевна,1986-11-26,742
743,Гурьев,Никандр,Вячеславович,1946-10-21,743
744,Королев,Мирослав,Владленович,1926-08-17,744
745,Мамонтов,Алина,Марсович,2004-05-14,745
746,Быков,Карп,Леонидовна,1981-08-17,746
747,Жукова,Герасим,Вадимовна,1976-02-03,747
748,Кононов,Илья,Владиславовна,1958-04-13,748
749,Капустин,Вадим,Борисович,1996-11-05,749
750,Игнатьева,Галактион,Эльдаровна,1956-03-25,750
751,Копылова,Юлиан,Феликсович,1936-02-14,751
752,Смирнова,Агата,Арсенович,1933-07-11,752
753,Третьяков,Клавдий,Иосипович,1952-09-02,753
754,Гуляева,Лора,Федосеевич,1991-07-08,754
755,Бобылев,Станислав,Геннадиевич,2017-03-31,755
756,Рыбаков,Любосмысл,Кирилловна,1964-03-31,756
757,Михайлова,Алексей,Всеволодович,2007-01-25,757
758,Щербакова,Олимпий,Юрьевна,1928-07-27,758
759,Одинцов,Игорь,Измаилович,1926-12-15,759
760,Копылов,Самсон,Ануфриевич,1910-05-28,760
761,Горбачев,Парфен,Федосеевич,2003-07-18,761
762,Кудрявцев,Лукия,Валерианович,1932-12-08,762
763,Зуева,Радислав,Константиновна,1923-02-12,763
764,Кошелев,София,Елисеевич,1967-09-20,764
765,Кудрявцева,Нина,Евсеевич,1983-09-02,765
766,Трофимов,Аристарх,Елисеевич,1995-09-03,766
767,Дорофеев,Никон,Адамович,1970-10-02,767
768,Воронцова,Илья,Кирилловна,1960-04-24,768
769,Тимофеев,Архип,Станиславовна,1953-11-08,769
770,Смирнов,Изот,Альбертовна,1988-03-21,770
771,Белякова,Савелий,Захаровна,2020-01-20,771
772,Игнатов,Селиверст,Ермолаевич,2016-01-05,772
773,Быкова,Ратибор,Измаилович,1981-08-05,773
774,Гурьев,Акулина,Захаровна,2017-05-15,774
775,Кондратьев,Алина,Харлампьевич,2017-11-13,775
776,Агафонов,Ульяна,Владиславович,2005-03-30,776
777,Аксенов,Дарья,Марсович,2011-05-31,777
778,Зыков,Сила,Оскаровна,1925-12-13,778
779,Богданов,Виталий,Семеновна,1914-02-07,779
780,Фокина,Натан,Исидорович,1980-04-25,780
781,Терентьева,Артем,Иосипович,1927-10-20,781
782,Лебедев,Трофим,Игоревна,1966-05-12,782
783,Горбачев,Климент,Феофанович,1963-06-25,783
784,Николаева,Ладимир,Станиславовна,2014-07-15,784
785,Кабанова,Моисей,Святославовна,2020-09-25,785
786,Дмитриев,Агафон,Трофимович,1980-03-18,786
787,Жуков,Ратибор,Ниловна,1968-03-20,787
788,Мельников,Зиновий,Викторович,1954-10-23,788
789,Пахомова,Александра,Елизарович,1909-11-19,789
790,Лихачева,Устин,Августович,1987-01-14,790
791,Борисов,Ольга,Гордеевич,1990-11-24,791
792,Юдин,Модест,Феликсовна,1988-05-06,792
793,Кулакова,Феофан,Трифонович,1984-03-01,793
794,Анисимов,Георгий,Ивановна,1969-09-08,794
795,Чернова,Надежда,Валерьевич,2022-01-30,795
796,Селиверстова,Любосмысл,Артурович,1953-02-13,796
797,Пономарев,Ян,Игнатьевич,1924-07-17,797
798,Куликова,Герман,Ильич,1995-01-21,798
799,Зиновьева,Зинаида,Афанасьевна,1912-02-06,799
800,Русаков,Творимир,Харламович,1957-03-30,800
801,Орлова,Зиновий,Робертовна,2007-11-16,801
802,Воронцов,Стоян,Викентьевич,1952-11-09,802
803,Виноградов,Исай,Павловна,1974-11-19,803
804,Зимин,Савватий,Бориславович,2006-11-14,804
805,Константинов,Лукьян,Романовна,1994-06-18,805
806,Яковлев,Вадим,Эдуардович,1928-08-31,806
807,Гущина,Конон,Аверьянович,1976-11-02,807
808,Авдеев,Боян,Брониславович,1985-07-13,808
809,Кулакова,Эраст,Ефимович,2012-04-02,809
810,Денисов,Ян,Ильич,2013-01-03,810
811,Горшкова,Панкратий,Тарасовна,1998-05-30,811
812,Филатов,Денис,Яковлевна,1912-04-14,812
813,Виноградов,Мирон,Иосифович,1944-02-19,813
814,Панов,Анжела,Егорович,1908-02-15,814
815,Матвеев,Аскольд,Николаевна,1977-12-04,815
816,Овчинникова,Мокей,Венедиктович,1939-11-13,816
817,Селиверстова,Михаил,Антонович,1987-11-02,817
818,Фомина,Будимир,Тимуровна,1923-09-28,818
819,Герасимов,Аникита,Ильинична,1990-09-24,819
820,Симонова,Лукия,Аскольдовна,1918-07-17,820
821,Зимина,Евстафий,Ефимьевич,2012-07-17,821
822,Громов,Ирина,Фролович,2003-08-21,822
823,Матвеев,Леонид,Арсеньевич,2013-10-12,823
824,Михайлов,Василиса,Эдгарович,2020-04-03,824
825,Быков,Дмитрий,Филиппович,2008-03-21,825
826,Рожкова,Светлана,Исидорович,1909-10-29,826
827,Зимина,Александра,Ефимьевич,1986-05-25,827
828,Шубин,Рубен,Глебович,2002-09-30,828
829,Михеев,Лука,Кирилловна,2010-11-05,829
830,Зуева,Прохор,Елисеевич,2022-02-03,830
831,Шарапов,Евдоким,Феликсовна,1932-12-21,831
832,Маслов,Ия,Валерианович,1950-09-26,832
833,Князев,Кира,Демидович,1922-01-31,833
834,Кириллова,Раиса,Фомич,1998-03-26,834
835,Максимова,Ян,Эдгардович,1918-07-20,835
836,Прохоров,Петр,Харитоновна,1950-12-18,836
837,Горбачева,Любомир,Ефимович,1950-01-27,837
838,Брагин,Игнатий,Алексеевич,1912-02-27,838
839,Бобылев,Прокл,Захарьевич,1967-04-23,839
840,Сафонов,Виталий,Ааронович,1981-01-18,840
841,Архипова,Никита,Филимонович,1967-08-22,841
842,Блинова,Анна,Львовна,1973-12-19,842
843,Герасимова,Вышеслав,Владленович,1942-08-05,843
844,Гуляев,Андроник,Егорович,1984-05-07,844
845,Соболев,Спартак,Ивановна,1989-01-14,845
846,Попова,Онуфрий,Германович,1967-10-17,846
847,Петухова,Самсон,Евгеньевна,2012-03-19,847
848,Исакова,Ярослав,Харитоновна,1954-08-17,848
849,Орехов,Адам,Адрианович,1968-02-06,849
850,Панова,Ангелина,Валерьянович,1909-01-24,850
851,Романов,Максим,Матвеевич,1915-11-29,851
852,Ефимов,Ирина,Ильич,2014-12-10,852
853,Журавлев,Пахом,Демидович,2004-12-14,853
854,Тарасова,Милий,Максимовна,2021-10-27,854
855,Блинов,Артемий,Матвеевна,2009-05-20,855
856,Крылова,Святослав,Кузьминична,1940-01-23,856
857,Симонов,Ярослав,Глебович,2016-02-15,857
858,Елисеева,Марфа,Никифоровна,1997-04-27,858
859,Якушев,Лора,Адамович,1920-02-25,859
860,Исаев,Борис,Феликсович,2020-05-30,860
861,Панова,Радим,Тимурович,2008-11-06,861
862,Сидоров,Платон,Ильич,1956-09-22,862
863,Казаков,Владлен,Захарьевич,1951-04-27,863
864,Дроздов,Иннокентий,Арсенович,1973-06-18,864
865,Лебедева,Акулина,Алексеевич,1966-08-17,865
866,Денисова,Ермолай,Наумовна,1953-01-15,866
867,Афанасьева,Аникита,Харлампьевич,1946-09-16,867
868,Лебедев,Автоном,Матвеевич,1996-06-19,868
869,Архипова,Андрон,Елизарович,1986-12-22,869
870,Киселева,Елисей,Яковлевич,1932-05-26,870
871,Лаврентьева,Акулина,Венедиктович,1951-06-03,871
872,Степанова,Мечислав,Ильич,1981-09-15,872
873,Кудрявцева,Бронислав,Владленович,1927-12-27,873
874,Корнилова,Бронислав,Аксёнович,1979-12-19,874
875,Никитина,Модест,Филиппович,1952-07-01,875
876,Архипова,Севастьян,Даниилович,1994-05-03,876
877,Мартынов,Митофан,Матвеевич,1980-05-28,877
878,Сысоева,Фотий,Тимурович,1910-03-02,878
879,Носов,Фадей,Даниилович,1959-10-01,879
880,Кондратьев,Будимир,Геннадиевич,2004-06-16,880
881,Антонов,Валерьян,Ильясович,1915-11-02,881
882,Кононов,Терентий,Гаврилович,2008-06-30,882
883,Мамонтов,Василиса,Эдгардович,1982-09-01,883
884,Смирнов,Мария,Елизарович,1944-02-22,884
885,Смирнов,Герасим,Владиславовна,1923-02-18,885
886,Лукин,Фока,Ниловна,1927-05-19,886
887,Мишина,Анжела,Мироновна,1941-09-25,887
888,Потапов,Рубен,Давыдович,1963-11-01,888
889,Нестерова,Антип,Евсеевич,1923-05-05,889
890,Фомичева,Стоян,Максимовна,2022-06-28,890
891,Родионова,Кондратий,Игоревич,1927-09-02,891
892,Журавлева,Мирон,Георгиевна,1936-01-18,892
893,Третьякова,Прокофий,Феликсовна,1932-07-04,893
894,Стрелков,Сигизмунд,Борисович,1951-10-11,894
895,Логинов,Севастьян,Григорьевич,1930-03-31,895
896,Лазарев,Савватий,Архиповна,1983-04-19,896
897,Ефимова,Осип,Геннадиевна,1926-07-12,897
898,Попова,Милен,Дорофеевич,1999-12-18,898
899,Смирнова,Дементий,Филимонович,2002-11-15,899
900,Соболев,Капитон,Вениаминовна,2006-09-09,900
901,Гусев,Сильвестр,Натановна,1914-09-13,901
902,Логинова,Артемий,Харлампович,1951-08-01,902
903,Третьяков,Галина,Романовна,1976-01-24,903
904,Орлов,Кир,Тимофеевна,2004-08-17,904
905,Королева,Фома,Якубович,1907-01-16,905
906,Сорокина,Мария,Трофимович,1911-04-12,906
907,Лукина,Ефрем,Артурович,2022-03-15,907
908,Пестова,Савва,Рудольфовна,2015-11-28,908
909,Ковалева,Евлампий,Тарасовна,2014-11-04,909
910,Лукина,Демьян,Антоновна,1928-03-25,910
911,Брагин,Парамон,Глебович,1969-01-21,911
912,Новикова,Пантелеймон,Сергеевна,1999-08-19,912
913,Крюкова,Ростислав,Федосьевич,1932-11-27,913
914,Самойлов,Силантий,Львовна,1971-06-30,914
915,Владимиров,Яков,Егорович,1961-04-26,915
916,Турова,Доброслав,Авдеевич,1925-04-26,916
917,Уваров,Фрол,Трофимович,1969-09-28,917
918,Журавлев,Карл,Данилович,1961-11-29,918
919,Макарова,Рюрик,Евгеньевна,1934-01-17,919
920,Колесникова,Лора,Юльевна,1964-01-15,920
921,Калинин,Виктория,Фадеевич,1960-04-01,921
922,Евдокимов,Федор,Филатович,1966-08-01,922
923,Евдокимова,Ермил,Юлианович,2014-03-21,923
924,Турова,Денис,Юрьевна,2006-07-31,924
925,Васильев,Фёкла,Ивановна,2007-12-17,925
926,Стрелкова,Лукьян,Алексеевич,1998-05-20,926
927,Морозова,Авдей,Арсеньевич,1945-07-01,927
928,Соболева,Изот,Тимуровна,1998-10-09,928
929,Крюков,Измаил,Игоревна,2019-03-20,929
930,Михеева,Алина,Данилович,1961-08-08,930
931,Беляев,Максим,Елизарович,1994-12-01,931
932,Герасимов,Любосмысл,Ермилович,1918-10-22,932
933,Суханов,Аскольд,Вячеславовна,1959-12-27,933
934,Миронова,Остромир,Альбертовна,2015-05-09,934
935,Сафонова,Остап,Измаилович,1907-11-12,935
936,Федоров,Анжелика,Борисович,1941-09-22,936
937,Селиверстов,Артемий,Федосьевич,2004-12-22,937
938,Романов,Сигизмунд,Станиславовна,1912-06-09,938
939,Андреева,Раиса,Андреевич,1985-06-28,939
940,Николаева,Лора,Игоревич,1962-04-14,940
941,Горбачев,Денис,Ильич,1925-05-23,941
942,Хохлов,Селиверст,Афанасьевна,1977-02-19,942
943,Жуков,Ия,Филимонович,1993-08-17,943
944,Галкина,Архип,Рубеновна,1969-02-26,944
945,Бирюков,Серафим,Александровна,1916-02-27,945
946,Кошелев,Прасковья,Юльевна,1988-12-05,946
947,Зуев,Лев,Дмитриевна,1915-11-20,947
948,Евсеев,Демьян,Васильевна,1999-10-30,948
949,Беляева,Варвара,Терентьевич,1954-09-22,949
950,Стрелков,Иван,Ждановна,2009-12-15,950
951,Большаков,Юлия,Захарьевич,1991-06-28,951
952,Кузьмина,Тимур,Владимировна,1939-09-20,952
953,Гордеев,Георгий,Филиппович,1947-07-04,953
954,Романова,Юлий,Николаевна,1957-10-05,954
955,Крылов,Амос,Владленович,1947-11-05,955
956,Елисеев,Аскольд,Фадеевич,1940-09-13,956
957,Блохин,Феликс,Игнатьевич,2013-01-05,957
958,Егоров,Руслан,Валериевна,1948-04-11,958
959,Якушева,Ульяна,Оскаровна,1947-08-25,959
960,Игнатов,Святослав,Геннадьевна,1910-04-29,960
961,Князев,Венедикт,Андреевич,1923-06-02,961
962,Евдокимова,Митофан,Давидович,1979-04-27,962
963,Галкина,Зинаида,Ерофеевич,2019-08-12,963
964,Калашников,Давыд,Богдановна,1992-05-04,964
965,Савина,Ким,Денисович,1988-10-30,965
966,Тимофеева,Богдан,Ааронович,1909-08-08,966
967,Данилов,Вышеслав,Иларионович,1985-07-03,967
968,Кириллов,Мефодий,Эдуардович,1975-09-22,968
969,Пахомов,Афиноген,Жанович,1935-12-10,969
970,Медведев,Данила,Валериевна,1907-07-23,970
971,Мамонтова,Аверьян,Дорофеевич,1992-03-09,971
972,Исакова,Владилен,Федосеевич,1918-12-10,972
973,Мухин,Исай,Августович,1919-09-25,973
974,Брагин,Серафим,Аверьянович,1985-07-01,974
975,Исаева,Рубен,Вячеславович,1965-01-11,975
976,Маслова,Богдан,Борисовна,2000-10-24,976
977,Панова,Леонтий,Игнатович,2004-01-04,977
978,Ширяева,Михаил,Филимонович,2015-09-03,978
979,Васильев,Афиноген,Викентьевич,1917-09-17,979
980,Крылова,Демид,Чеславович,2016-03-05,980
981,Туров,Флорентин,Даниилович,1935-04-15,981
982,Зайцева,Прохор,Фёдорович,1975-04-08,982
983,Евсеев,Евдокия,Григорьевич,1965-03-02,983
984,Логинова,Всемил,Леоновна,2013-06-22,984
985,Афанасьев,Вероника,Алексеевна,1976-09-11,985
986,Стрелков,Лука,Ефимович,1987-08-19,986
987,Шубин,Павел,Львовна,2006-01-22,987
988,Титов,Ульяна,Гаврилович,1916-01-15,988
989,Егорова,Андроник,Власович,1994-04-19,989
990,Лукина,Ананий,Валериевна,1960-11-29,990
991,Гурьева,Антонина,Анисимович,1914-12-01,991
992,Поляков,Пров,Мироновна,1936-04-08,992
993,Зайцев,Фаина,Георгиевич,2005-11-06,993
994,Сергеева,Лев,Абрамович,1924-02-07,994
995,Куликова,Марк,Станиславовна,1965-11-07,995
996,Дмитриев,Азарий,Афанасьевна,2017-11-20,996
997,Лукина,Софрон,Леоновна,1982-04-13,997
998,Васильев,Эдуард,Августович,2017-01-04,998
999,Архипова,Владислав,Анатольевич,1933-02-04,999
1000,Борисова,Феоктист,Адамович,1921-02-20,1000
